ID_REF,GSM1684096,GSM1684098,GSM1684100,GSM1684102,GSM1684104,GSM1684095,GSM1684097,GSM1684099,GSM1684101,GSM1684103
ILMN_1691188,1265.31,915.237,1091.18,795.427,944.011,1094.15,977.329,1239.88,890.344,1150.56
ILMN_1691189,97.3473,120.836,102.933,94.4073,98.33,112.865,111.756,105.464,102.539,108.438
ILMN_1691194,108.376,90.1135,104.558,115.792,130.994,102.684,121.197,108.019,130.961,93.7102
ILMN_1691195,101.437,99.314,114.291,114.932,123.552,104.634,107.838,112.629,104.932,103.049
ILMN_1691201,121.009,110.24,102.274,126.151,90.9666,113.101,101.25,100.156,121.073,96.7526
ILMN_1691212,100.739,106.384,91.6953,88.8206,85.9767,94.9231,131.511,92.535,85.1248,93.9352
ILMN_1691217,100.868,119.502,110.804,106.814,92.8851,123.097,96.3063,104.984,109.423,105.258
ILMN_1691220,101.271,126.257,117.425,97.7345,115.855,91.4553,102.543,103.949,122.33,103.705
ILMN_1691223,93.249,130.122,97.2209,105.84,108.364,109.79,105.06,97.6344,100.852,93.9665
ILMN_1691228,91.8069,80.649,92.1355,86.5526,86.0947,91.202,91.4967,86.7746,88.9885,88.9369
ILMN_1691237,98.2142,110.021,92.4099,90.4089,104.102,119.765,90.1135,101.885,87.9843,85.2606
ILMN_1691243,114.58,107.948,109.702,106.21,110.004,99.4516,105.03,100.551,85.3786,103.175
ILMN_1691249,108.975,111.551,120.579,115.922,102.157,102.485,126.099,106.428,105.265,95.4435
ILMN_1691252,105.378,109.606,100.676,100.364,112.27,112.061,111.055,106.596,104.186,108.048
ILMN_1691262,110.941,101.496,110.134,119.902,102.357,125.657,114.866,101.026,112.396,108.34
ILMN_1691264,98.8031,93.9421,98.2593,85.2714,99.805,93.738,95.9511,103.177,98.5943,89.8578
ILMN_1691276,932.979,837.24,990.037,634.392,967.745,765.536,843.385,1059.44,542.814,1137.05
ILMN_1691287,79.5164,75.8075,78.5554,96.9715,91.6811,90.7441,80.0922,84.9025,87.8729,87.5508
ILMN_1691290,108.736,89.9979,79.3453,91.4613,86.7081,119.885,79.2521,96.4643,108.376,105.338
ILMN_1691291,200.031,216.75,219.926,187.824,240.596,193.404,339.522,266.26,267.349,334.516
ILMN_1691293,135.471,152.894,117.98,140.286,157.955,120.527,145.732,115.637,130.807,144.193
ILMN_1691294,122.4,116.003,102.0,110.062,95.3541,102.72,110.169,100.05,113.735,119.107
ILMN_1691295,97.4531,99.5135,94.2259,117.335,98.7559,96.9933,94.6919,98.7096,123.581,95.3017
ILMN_1691299,103.949,121.779,129.567,112.959,97.5372,107.468,115.447,113.47,82.0546,107.087
ILMN_1691304,110.094,107.429,108.878,122.022,94.5176,122.466,107.047,133.147,86.8027,96.6124
ILMN_1691328,110.454,129.767,115.22,119.113,103.869,109.567,118.792,105.113,111.96,101.745
ILMN_1691333,113.774,120.782,107.182,130.064,124.376,154.26,115.933,120.043,131.868,119.52
ILMN_1691334,152.99,183.264,493.458,444.964,341.981,183.676,183.45,426.05,346.604,339.834
ILMN_1691336,110.644,97.4781,115.854,110.478,99.1472,101.311,115.025,116.427,112.312,111.892
ILMN_1691339,88.9601,101.617,94.3647,102.569,82.8798,101.779,92.7033,86.2986,95.0006,87.1948
ILMN_1691340,92.3388,81.1522,87.1138,108.194,99.1588,87.993,83.2695,94.7571,93.6822,92.6175
ILMN_1691341,1733.67,705.263,978.867,1127.14,1636.83,2083.24,844.768,1920.72,1006.53,2895.75
ILMN_1691355,118.465,120.969,116.945,123.883,126.193,107.539,127.209,113.731,124.981,107.68
ILMN_1691358,98.8715,101.077,106.377,98.7551,82.2731,103.865,103.129,113.335,114.39,98.0012
ILMN_1691361,105.457,120.942,100.875,110.356,93.1052,123.745,102.683,104.81,121.791,88.554
ILMN_1691364,5240.96,10933.2,11063.4,7074.5,12544.6,9284.33,10683.6,6775.94,5350.98,10721.3
ILMN_1691366,91.5158,83.5258,101.165,102.607,99.6068,87.1586,105.492,90.3068,103.373,83.8751
ILMN_1691374,94.0078,96.3276,109.874,102.418,90.9173,92.5829,94.9971,99.054,89.5923,93.9563
ILMN_1691375,96.8528,95.6601,97.1404,110.933,84.7696,95.8254,99.8599,87.9833,103.141,83.5833
ILMN_1691376,564.657,242.612,278.238,286.601,185.435,522.576,186.029,174.317,159.977,138.828
ILMN_1691393,371.053,247.103,295.966,246.4,322.29,252.932,233.151,168.278,158.37,277.515
ILMN_1691395,210.755,207.479,136.243,189.16,206.806,208.546,215.061,161.663,186.805,192.283
ILMN_1691402,219.119,219.66,287.785,568.592,459.516,226.99,259.204,226.3,644.604,461.126
ILMN_1691403,111.203,111.765,123.326,112.405,106.42,108.09,115.787,108.574,121.08,121.158
ILMN_1691405,102.14,119.997,105.963,112.212,86.0613,105.0,113.806,107.303,114.267,101.454
ILMN_1691409,118.417,136.005,119.755,118.964,110.445,111.73,119.077,113.485,107.472,120.779
ILMN_1691410,100.473,106.02,83.8899,97.68,86.2058,93.9799,89.358,98.8308,103.553,87.1383
ILMN_1691413,140.637,104.017,105.533,111.45,138.916,135.014,119.724,121.068,117.797,129.752
ILMN_1691418,136.604,125.99,120.663,130.94,137.149,179.033,142.308,126.499,123.689,144.886
ILMN_1691425,119.556,122.872,180.642,124.393,126.797,156.055,152.245,158.701,142.407,126.777
ILMN_1691428,17844.6,8016.32,8711.0,9638.24,16648.1,15888.2,9106.16,15018.4,9788.34,17470.6
ILMN_1691430,89.4386,87.2216,84.4399,113.204,98.7793,95.4067,96.9881,91.9039,118.294,109.955
ILMN_1691431,125.609,139.038,128.599,119.466,129.436,118.804,125.777,126.717,110.821,119.602
ILMN_1691432,668.776,1010.52,1075.31,755.856,948.387,541.974,699.802,766.017,603.226,779.087
ILMN_1691433,114.767,131.451,115.805,115.862,125.985,97.7194,99.374,115.963,112.528,128.98
ILMN_1691436,444.466,758.922,921.503,703.054,891.986,339.872,394.66,244.368,336.828,369.578
ILMN_1691441,108.775,95.2492,95.3102,106.079,112.639,98.5143,94.5959,95.9393,99.8852,89.2078
ILMN_1691444,149.756,187.727,209.422,255.998,267.198,125.747,205.335,166.576,193.674,187.115
ILMN_1691449,4850.57,5064.96,5500.22,5579.73,4794.27,4794.27,6177.44,5296.75,5654.94,5137.94
ILMN_1691458,95.6714,114.437,154.466,135.584,127.94,128.359,135.247,151.123,149.117,131.973
ILMN_1691466,259.658,249.593,191.798,181.075,193.461,265.171,252.599,146.757,153.538,170.084
ILMN_1691467,102.725,93.4325,97.7534,106.804,84.6161,106.851,93.4917,106.245,113.343,104.058
ILMN_1691472,98.6801,100.522,96.2408,106.634,103.569,116.9,108.013,101.289,114.504,119.07
ILMN_1691473,107.161,94.3419,95.3784,96.2721,106.763,108.686,94.891,102.429,106.502,102.704
ILMN_1691476,80.87,83.4676,85.1737,96.0258,81.3863,90.1246,87.4116,77.6328,85.0269,84.4905
ILMN_1691480,169.607,223.399,248.287,209.382,225.645,213.262,219.376,238.944,209.882,263.018
ILMN_1691483,93.2016,98.5485,92.5929,121.179,101.542,91.7244,89.5012,89.5342,76.3553,95.2515
ILMN_1691485,84.646,104.353,115.999,131.28,115.839,90.4776,100.4,95.6134,141.421,101.375
ILMN_1691487,166.517,159.24,141.663,197.546,208.917,192.346,144.309,150.703,142.727,165.732
ILMN_1691494,97.6196,94.2234,108.638,93.5514,102.408,95.8525,103.476,95.3302,93.6114,87.171
ILMN_1691499,108.324,111.287,97.5938,104.508,104.497,100.179,107.717,106.048,109.017,108.567
ILMN_1691501,104.998,90.0988,89.2384,102.046,136.016,161.576,88.1702,115.146,101.251,137.961
ILMN_1691503,110.749,113.662,95.9552,100.973,93.0188,94.2895,115.838,92.322,104.492,102.822
ILMN_1691506,1597.11,1461.46,1314.72,1462.84,1141.13,1199.61,1250.44,997.476,1258.76,1011.52
ILMN_1691507,115.031,163.967,125.756,154.455,193.532,140.637,201.272,100.56,150.418,187.695
ILMN_1691508,140.727,216.35,304.732,200.24,169.167,413.344,519.799,979.255,645.872,372.429
ILMN_1691522,105.973,103.831,110.842,108.885,109.183,119.21,108.483,109.464,102.342,114.427
ILMN_1691526,174.499,164.509,154.009,178.363,167.766,188.187,158.251,155.073,210.158,146.369
ILMN_1691534,107.886,95.5645,131.78,106.017,110.093,108.482,117.693,97.8538,131.878,106.859
ILMN_1691535,98.0828,94.1612,109.095,112.243,113.741,99.3631,90.7856,97.7667,102.612,98.0377
ILMN_1691539,128.984,140.4,107.177,119.681,109.271,111.641,101.443,119.595,100.584,106.386
ILMN_1691547,117.136,101.631,114.834,121.555,103.496,108.759,91.202,115.114,86.9749,105.217
ILMN_1691550,93.6376,88.2329,90.6396,96.0366,95.8262,108.147,83.4623,92.4911,94.0359,98.7587
ILMN_1691557,154.931,125.061,121.02,111.972,132.505,136.186,135.261,125.301,125.071,121.202
ILMN_1691559,235.421,276.995,316.072,265.47,282.957,351.377,294.893,379.896,298.996,329.461
ILMN_1691563,113.205,107.001,101.264,113.574,84.0669,102.123,105.687,106.003,92.6351,93.1627
ILMN_1691565,88.6457,92.794,93.8029,113.318,89.1319,107.924,105.74,107.573,89.4768,94.0472
ILMN_1691566,104.451,92.1142,103.151,94.7748,100.346,95.0585,102.33,102.802,86.2211,103.066
ILMN_1691567,319.118,331.221,221.37,367.749,291.394,235.552,288.531,222.099,266.649,242.021
ILMN_1691570,228.436,390.381,418.312,377.736,224.451,301.057,445.996,369.118,434.502,242.441
ILMN_1691572,183.537,270.665,216.506,227.426,197.859,217.567,485.572,493.458,463.768,344.042
ILMN_1691574,119.751,93.329,96.4065,78.9273,83.6509,90.7793,93.4563,97.801,110.036,102.473
ILMN_1691575,522.88,650.424,659.219,712.545,491.946,524.673,659.434,400.513,615.191,350.074
ILMN_1691578,462.489,617.431,693.382,788.993,992.548,366.109,778.786,515.565,918.499,730.287
ILMN_1691582,113.488,104.667,91.804,103.947,91.5702,98.1668,93.1581,100.817,91.4903,110.18
ILMN_1691584,87.7689,97.5445,91.9545,94.426,88.2389,90.9961,88.9012,81.7631,86.6055,84.9064
ILMN_1691592,101.267,116.841,104.258,115.218,87.3381,99.8524,108.729,104.516,101.655,94.6474
ILMN_1691606,90.9173,88.6281,96.0537,96.7108,92.3302,86.3983,88.1851,93.601,93.5711,88.155
ILMN_1691611,1631.77,1272.7,2508.04,1957.59,1748.4,1252.35,1691.56,1852.56,2127.33,1855.86
ILMN_1691616,212.068,151.94,174.317,225.702,243.239,156.382,145.032,154.195,183.816,182.544
ILMN_1691636,96.9715,103.629,99.8425,104.178,117.768,106.453,103.2,106.765,98.4164,108.534
ILMN_1691641,82.6856,83.4447,88.6932,87.6869,93.2275,84.2625,82.9054,78.7631,86.4611,81.342
ILMN_1691647,105.281,90.7659,103.157,103.157,104.345,111.694,109.201,98.9434,93.7154,107.908
ILMN_1691648,117.353,105.017,125.101,99.9022,117.803,119.296,114.349,133.183,127.205,120.828
ILMN_1691662,88.6628,91.694,83.6879,89.2393,89.8347,92.1802,92.978,96.277,94.8425,88.4553
ILMN_1691668,93.2914,89.2101,102.08,98.9759,93.0583,87.9751,90.324,91.2464,90.4837,88.1126
ILMN_1691672,103.401,90.231,102.437,104.966,99.6915,109.634,116.958,100.495,107.039,109.591
ILMN_1691691,122.304,111.016,120.058,98.7008,112.556,107.975,128.623,115.348,114.213,105.565
ILMN_1691692,85.9672,87.5467,86.9421,82.1956,81.3102,87.3184,87.0502,91.057,100.831,84.7721
ILMN_1691693,95.6364,109.832,105.379,104.94,108.679,102.926,116.122,134.009,120.626,116.261
ILMN_1691697,133.382,117.531,130.108,115.18,100.217,112.791,129.357,98.8805,114.412,122.2
ILMN_1691701,104.646,104.511,94.8069,94.7829,109.891,91.8189,104.021,103.288,95.6877,96.1315
ILMN_1691702,251.15,269.121,222.389,194.689,199.638,315.618,314.707,277.345,228.634,235.552
ILMN_1691704,116.149,112.813,93.1887,103.644,102.586,133.876,111.661,106.34,107.519,120.114
ILMN_1691705,115.384,107.636,114.201,105.434,119.448,106.13,106.709,123.169,136.649,102.369
ILMN_1691714,90.6827,93.4587,75.3476,88.9486,87.6479,88.8472,77.4308,84.9129,87.0036,81.8781
ILMN_1691716,128.819,123.999,135.118,116.582,124.434,116.992,113.161,111.16,114.094,115.192
ILMN_1691717,1298.83,1374.9,1462.84,1346.9,1400.22,2876.5,2379.37,2459.67,2489.57,2532.96
ILMN_1691719,91.1866,83.8975,87.999,90.9546,87.6308,88.1897,88.8565,85.1032,88.1979,93.1442
ILMN_1691731,3039.21,1997.19,1789.04,2581.6,2627.55,2852.68,1536.59,1123.65,1656.44,1630.89
ILMN_1691736,280.665,286.758,268.555,250.685,310.468,535.555,332.718,338.433,344.35,426.05
ILMN_1691742,101.701,110.267,105.861,90.2875,93.2459,97.1456,93.488,92.691,106.194,95.1561
ILMN_1691743,94.3617,80.5944,88.7286,76.6773,83.5039,87.4736,97.1375,83.9136,83.3762,83.3932
ILMN_1691747,131.851,121.475,118.403,128.134,131.068,122.831,126.198,113.316,96.1373,119.091
ILMN_1691757,86.5885,91.3436,87.3033,101.913,91.5584,89.3315,90.7904,94.9658,104.051,90.5741
ILMN_1691760,214.237,327.904,333.401,258.423,213.877,239.883,350.431,422.623,393.626,270.522
ILMN_1691772,148.745,186.445,128.06,161.384,160.653,131.036,137.608,126.632,145.999,180.219
ILMN_1691787,84.3457,77.806,79.8912,86.3062,81.8178,79.0175,80.3582,81.8283,92.9158,88.0794
ILMN_1691789,753.052,772.121,783.6,659.951,649.09,815.398,631.674,583.466,470.654,645.109
ILMN_1691790,90.0864,83.6754,83.706,91.0749,79.4528,91.5713,89.9363,82.7196,82.9806,89.0229
ILMN_1691798,244.098,193.292,211.144,196.299,181.48,263.204,193.532,213.641,194.812,260.736
ILMN_1691803,130.945,109.69,132.034,100.972,101.24,108.993,122.363,113.062,107.998,109.965
ILMN_1691809,352.353,355.961,464.599,670.874,342.33,202.288,320.49,261.918,458.393,239.183
ILMN_1691811,77.5836,89.0598,91.0315,88.8413,90.5122,92.8593,83.1294,83.7503,88.2038,98.9163
ILMN_1691833,129.926,107.671,97.3843,110.482,102.588,107.359,113.243,103.737,110.276,115.902
ILMN_1691843,870.408,727.216,794.505,740.769,778.786,589.106,688.54,634.69,751.172,683.768
ILMN_1691846,93.9277,103.297,96.2572,94.1882,94.7298,113.324,100.005,110.777,104.245,105.708
ILMN_1691848,115.424,113.24,117.908,127.147,111.04,122.447,99.9975,114.856,112.657,118.28
ILMN_1691849,113.304,142.842,112.802,139.353,134.122,121.125,126.185,121.212,127.549,102.583
ILMN_1691855,99.6977,101.913,102.188,102.859,111.429,93.4338,120.004,101.749,98.9941,90.9034
ILMN_1691858,133.871,108.757,109.829,117.145,124.94,97.3174,106.075,108.022,95.3919,106.281
ILMN_1691860,266.987,229.259,210.677,277.385,186.646,171.982,152.894,180.47,152.823,128.145
ILMN_1691861,106.811,104.062,117.488,118.363,122.493,103.091,105.928,120.343,122.141,106.871
ILMN_1691862,121.703,130.481,119.486,137.723,133.337,120.811,126.344,117.215,127.595,138.235
ILMN_1691864,97.3037,94.1814,91.4448,111.003,89.0323,96.1305,98.046,110.905,114.543,101.441
ILMN_1691876,95.3253,109.145,108.199,112.716,117.533,115.603,102.462,106.025,114.484,115.924
ILMN_1691881,77.6251,93.1442,89.7975,107.058,117.288,90.1548,94.318,88.7257,122.452,107.648
ILMN_1691884,99.993,162.547,110.07,91.992,133.636,107.765,111.994,119.757,120.247,97.7516
ILMN_1691892,116.689,124.94,128.905,158.072,220.195,168.618,219.782,184.849,292.612,275.507
ILMN_1691899,129.463,113.414,110.033,103.576,107.713,111.078,117.938,118.657,117.587,105.197
ILMN_1691911,105.765,95.2893,87.6733,90.7064,95.7752,121.866,116.266,101.717,102.399,96.3473
ILMN_1691916,88.2231,93.2757,83.7106,108.121,116.95,92.7726,83.627,87.3143,124.934,79.5354
ILMN_1691926,128.201,177.1,175.61,166.283,181.612,124.483,183.631,145.663,206.712,180.138
ILMN_1691927,113.386,144.544,194.882,219.955,171.839,149.839,167.635,169.607,218.054,163.753
ILMN_1691930,1829.51,2410.43,1980.65,3138.06,4309.77,3389.57,2738.93,3344.24,3973.0,4507.44
ILMN_1691937,105.897,109.843,97.5125,94.9074,109.931,103.131,113.341,88.7881,96.2792,99.8546
ILMN_1691942,3664.31,5035.69,4716.66,5240.96,5846.98,5118.57,4946.14,4832.43,6136.39,6005.27
ILMN_1691946,102.371,114.926,106.498,121.317,112.184,108.407,120.089,137.883,124.806,136.022
ILMN_1691947,109.094,104.48,110.13,99.9254,95.8644,116.398,91.3084,98.7658,105.416,100.583
ILMN_1691949,640.953,1265.31,1017.29,483.332,586.294,915.463,1687.53,1442.72,699.476,1026.55
ILMN_1691953,89.2508,89.6391,101.892,98.393,99.7487,105.799,104.734,108.605,98.64,112.617
ILMN_1691959,115.766,127.396,103.921,116.215,116.832,126.106,113.619,109.194,120.571,97.7443
ILMN_1691962,89.8069,93.8057,88.2214,89.1658,100.038,90.7956,97.4631,87.7699,98.5445,82.8222
ILMN_1691966,121.066,96.0011,95.7251,92.623,99.0939,107.888,113.383,102.317,90.511,88.4175
ILMN_1691980,175.323,157.273,136.864,114.619,121.233,108.149,114.817,98.6288,117.363,121.812
ILMN_1691994,93.6978,102.02,97.6537,105.741,100.894,89.388,100.217,93.8832,96.8076,100.458
ILMN_1692015,118.249,101.404,132.723,109.826,121.359,123.777,104.673,109.856,102.844,132.75
ILMN_1692020,90.6563,89.2264,103.012,96.7281,95.2784,94.014,87.142,100.391,98.4953,97.5834
ILMN_1692026,204.777,271.542,251.387,259.924,279.476,246.973,181.631,159.442,190.636,188.098
ILMN_1692030,118.476,104.51,114.494,106.176,115.375,115.561,116.674,118.661,107.764,111.215
ILMN_1692032,110.642,104.365,117.463,107.281,110.816,111.659,121.797,109.121,114.816,108.878
ILMN_1692041,100.303,109.746,115.285,124.988,128.06,107.241,117.989,98.9297,115.05,126.998
ILMN_1692045,100.058,102.561,94.9335,98.21,108.429,101.473,98.0377,107.738,98.7144,110.017
ILMN_1692049,125.835,154.557,173.448,217.169,183.472,130.52,180.828,137.75,165.198,152.577
ILMN_1692056,119.834,124.744,115.954,138.002,106.437,109.756,116.078,125.639,109.935,113.794
ILMN_1692058,110.307,123.415,123.918,125.086,117.951,107.225,102.553,126.506,135.921,130.372
ILMN_1692060,88.9589,85.5549,82.4984,88.1621,84.269,90.2746,97.2516,88.2971,92.7157,93.7026
ILMN_1692065,114.204,116.305,96.4379,105.233,105.294,104.316,106.597,98.62,112.105,100.064
ILMN_1692072,215.988,273.279,313.265,233.584,262.672,270.33,326.927,568.769,329.605,363.328
ILMN_1692077,82.0546,90.5443,94.1483,90.3848,89.5737,87.0995,84.2861,84.9502,88.8726,91.3481
ILMN_1692080,83.4532,91.6906,94.1541,90.0183,98.3827,79.6515,84.1844,90.3109,94.1311,90.9238
ILMN_1692094,85.307,79.8814,85.9306,79.4233,90.4878,82.4307,88.5697,80.6166,78.5005,97.4781
ILMN_1692095,100.528,91.2746,86.137,104.124,76.859,89.7536,90.9052,84.1006,93.1341,102.026
ILMN_1692100,90.6798,94.4144,148.195,113.323,122.982,88.0124,111.921,135.428,104.44,110.889
ILMN_1692104,119.522,112.511,100.945,109.181,108.47,97.9867,99.7365,106.305,110.593,118.132
ILMN_1692107,93.5088,88.2703,113.044,102.835,89.2243,106.074,97.4365,126.161,124.7,107.958
ILMN_1692116,234.819,286.559,230.459,299.226,323.921,301.445,283.093,226.608,300.203,459.402
ILMN_1692121,1203.39,1354.77,1265.31,1243.27,1077.44,1233.38,1105.28,1084.42,819.12,1098.08
ILMN_1692123,122.369,118.174,110.608,107.351,115.623,111.925,113.003,135.321,106.353,110.037
ILMN_1692131,99.3459,117.903,99.5989,96.7792,102.312,100.537,93.173,95.0106,104.756,110.299
ILMN_1692133,100.066,137.37,118.696,151.307,145.75,142.93,142.542,124.038,139.654,144.469
ILMN_1692145,4807.25,2079.5,1950.37,2999.25,5444.5,5270.14,2257.82,3478.04,3209.59,5922.83
ILMN_1692156,96.5796,84.9045,81.2632,78.7631,78.5554,78.1532,86.6303,84.0191,85.4827,91.6777
ILMN_1692160,90.5571,81.0153,99.8267,105.054,96.495,100.367,88.4873,98.0889,98.8637,90.4862
ILMN_1692163,474.855,373.279,388.835,441.536,490.337,524.451,451.006,525.245,589.211,566.201
ILMN_1692164,122.521,107.901,108.067,108.106,116.086,156.169,112.591,108.42,102.932,117.85
ILMN_1692168,395.204,621.829,673.239,635.172,591.635,394.784,473.163,584.294,450.93,460.146
ILMN_1692169,84.9555,99.105,84.7153,79.8618,87.8134,87.8966,92.6991,91.5365,93.403,86.3664
ILMN_1692177,92.3938,93.9252,136.854,120.728,107.498,99.5051,107.998,100.26,126.939,104.562
ILMN_1692188,125.153,133.798,116.607,131.208,119.034,110.052,113.251,102.369,114.978,117.155
ILMN_1692191,96.9945,108.759,130.347,124.7,132.169,119.961,136.538,179.922,154.755,141.853
ILMN_1692198,118.709,99.5617,112.528,113.565,96.4263,100.031,101.469,103.432,85.8907,116.309
ILMN_1692199,410.619,396.13,380.005,326.646,330.224,426.927,333.883,376.341,337.182,359.52
ILMN_1692200,91.3796,92.974,104.165,114.726,113.924,91.2561,95.6601,113.047,100.385,107.071
ILMN_1692207,90.4151,97.9471,94.2143,108.582,90.1739,84.6842,102.624,97.7516,114.066,96.2826
ILMN_1692219,989.693,1076.62,1525.06,1551.91,1085.72,3786.1,2828.07,3776.66,3633.22,2510.88
ILMN_1692223,123.756,139.434,135.554,118.791,124.516,127.28,129.599,119.746,113.818,128.438
ILMN_1692225,100.612,91.4255,77.9934,101.103,94.0447,87.0036,84.1154,81.7014,91.0479,91.4941
ILMN_1692242,132.773,107.086,113.255,96.9112,104.547,118.248,106.663,106.121,140.238,112.829
ILMN_1692243,107.901,103.027,104.324,99.0348,98.4205,98.8463,100.038,114.226,111.418,97.8171
ILMN_1692245,106.961,98.7559,93.049,103.27,90.3848,96.197,104.249,106.149,110.537,105.778
ILMN_1692247,101.863,85.9072,90.16,107.255,115.96,86.2479,104.505,93.4228,91.0224,101.263
ILMN_1692249,104.777,95.2464,100.958,112.473,114.86,87.0362,100.56,111.422,92.8739,91.9014
ILMN_1692255,125.059,113.231,120.847,116.552,130.284,134.244,103.576,122.604,148.323,148.721
ILMN_1692258,112.024,120.103,112.044,110.367,118.705,112.152,112.08,106.043,101.352,97.0755
ILMN_1692260,990.698,425.409,323.294,362.747,460.642,508.201,336.88,294.271,274.583,351.999
ILMN_1692261,244.66,223.281,176.382,191.283,363.84,1038.74,657.67,317.885,464.213,600.675
ILMN_1692263,106.15,136.495,111.049,169.915,107.452,109.573,100.121,114.304,127.35,97.0415
ILMN_1692267,659.802,761.846,560.633,609.413,708.583,729.149,794.073,732.762,714.488,824.733
ILMN_1692271,110.829,124.983,114.369,134.635,142.16,150.671,117.475,129.417,147.757,117.933
ILMN_1692272,149.806,126.487,168.675,133.598,121.318,126.148,153.04,180.259,142.308,150.714
ILMN_1692276,430.469,457.893,423.187,586.145,464.213,432.694,494.901,380.911,575.503,457.35
ILMN_1692280,111.362,104.818,105.811,105.435,97.7582,106.095,108.321,94.4144,109.049,100.111
ILMN_1692281,99.955,124.996,107.641,100.422,107.854,89.02,95.4605,115.56,88.7667,106.227
ILMN_1692294,100.152,110.484,122.723,100.206,115.398,98.33,101.651,99.395,111.132,93.4499
ILMN_1692295,6883.88,5579.73,3750.36,2138.68,5663.82,5148.85,3072.98,1798.39,1264.34,3543.28
ILMN_1692322,97.8482,113.855,113.904,113.998,104.907,104.568,117.192,105.228,102.341,120.467
ILMN_1692332,81.0042,83.5833,89.9177,97.1525,98.1638,84.9282,91.7425,81.3709,81.1358,91.2946
ILMN_1692335,120.15,101.984,113.3,138.204,109.555,109.523,115.036,111.302,114.733,112.112
ILMN_1692340,83.3013,86.7049,92.7181,92.48,91.8099,101.521,91.3668,100.3,95.3383,89.5639
ILMN_1692342,93.0134,109.344,86.6794,86.4667,97.1534,112.89,110.072,100.355,78.4846,106.788
ILMN_1692349,87.8453,81.3863,79.0591,86.282,93.3817,87.0882,90.2225,89.2304,93.4816,84.6792
ILMN_1692352,130.726,130.429,127.28,144.517,143.601,130.4,138.93,118.317,134.82,163.705
ILMN_1692361,102.507,106.609,101.163,106.82,101.986,100.53,113.232,117.747,117.454,124.098
ILMN_1692365,105.545,110.919,107.55,103.114,93.1591,104.754,126.176,107.859,101.83,106.217
ILMN_1692368,113.072,112.54,114.069,86.4992,101.554,105.618,99.1717,113.053,106.093,103.7
ILMN_1692390,106.4,99.677,94.3788,120.026,115.878,108.076,97.1464,96.1729,121.296,112.022
ILMN_1692394,89.8129,94.7776,92.371,82.5124,93.6611,97.7325,99.9328,100.964,94.2277,97.8906
ILMN_1692396,91.146,80.0761,87.4835,80.8346,84.0263,86.3252,80.1324,93.4752,76.58,85.783
ILMN_1692398,429.616,723.132,554.498,574.674,911.301,805.464,1292.69,1155.77,989.095,1459.74
ILMN_1692413,126.233,111.371,129.589,137.397,158.747,141.678,147.976,107.067,128.478,145.163
ILMN_1692429,90.344,88.1406,84.9986,88.9993,108.822,90.6812,88.5791,96.7772,88.1751,101.646
ILMN_1692433,126.477,130.665,103.619,111.935,118.18,141.551,130.609,121.062,109.353,119.685
ILMN_1692439,113.669,110.594,122.159,106.941,115.906,120.364,106.333,106.316,90.824,118.238
ILMN_1692464,277.421,274.642,334.949,317.623,319.963,290.519,174.229,209.302,205.282,176.226
ILMN_1692466,104.605,105.798,109.716,90.7801,103.835,123.164,100.304,109.118,109.489,116.181
ILMN_1692473,3044.03,2865.04,2398.71,2057.07,2869.63,2322.76,2871.42,2589.86,2375.33,2391.34
ILMN_1692477,103.795,99.699,97.7334,98.3805,106.372,112.976,94.9961,94.2277,121.99,87.1114
ILMN_1692481,122.053,101.466,111.472,115.608,113.034,126.534,125.539,92.7726,104.183,112.29
ILMN_1692486,236.671,280.922,344.914,264.727,242.677,249.986,355.527,412.341,290.204,293.084
ILMN_1692499,132.981,112.387,104.472,105.122,107.385,98.5713,100.473,122.496,106.597,99.4149
ILMN_1692511,92.675,129.228,118.076,138.517,127.379,118.127,129.305,141.818,149.995,144.871
ILMN_1692517,165.133,268.47,326.646,170.545,239.918,267.349,415.831,440.696,209.074,392.723
ILMN_1692535,267.812,204.581,367.19,207.932,158.507,338.433,210.987,407.046,221.315,231.004
ILMN_1692539,130.477,254.249,222.626,197.988,241.749,183.028,269.457,226.365,189.544,221.417
ILMN_1692545,572.407,692.724,958.139,1204.41,835.219,939.235,944.444,909.137,1494.76,819.634
ILMN_1692546,78.3447,86.1842,84.2914,91.694,92.5328,86.4818,96.1694,85.9266,141.488,100.756
ILMN_1692554,102.109,101.958,124.604,92.0619,98.7709,107.977,105.48,105.39,103.816,108.026
ILMN_1692568,89.5134,96.1394,94.103,102.409,83.1441,89.8011,85.6522,97.2901,97.9009,88.0154
ILMN_1692572,125.005,135.861,115.514,112.254,114.082,138.057,118.391,117.553,112.754,116.871
ILMN_1692575,428.622,447.41,278.774,282.527,319.079,363.84,389.487,384.517,309.773,368.878
ILMN_1692588,126.985,119.005,122.604,108.097,114.043,99.6915,103.712,116.535,109.865,123.242
ILMN_1692589,109.882,109.064,102.388,85.8529,91.3726,105.796,100.284,97.3977,89.0462,108.915
ILMN_1692591,93.5522,95.6465,97.74,95.5959,86.4334,83.8952,80.9061,89.2393,90.5531,86.5169
ILMN_1692595,107.135,113.175,114.985,96.5588,109.93,116.525,106.463,90.5295,108.733,102.939
ILMN_1692597,114.413,97.1817,99.3211,96.2693,112.127,129.819,110.107,120.809,134.183,105.124
ILMN_1692602,108.046,111.818,118.139,117.927,108.678,99.8286,119.841,125.728,128.819,112.463
